"","X","Height","Tree","Shrub","WoodyLiana","ParasiticEpiphyte","DwarfShrub","MonocarpPerennialHerb","PolycarpNonClonalHerb","ClonalHerb","AnnualHerb","ChamPh","GeoPh","HemiPh","HydroPh","MphanPh","NphanPh","TherPh","LfArVertic","LfArAltern","LfArRosette","LfArOppos","LfTSimple","LfTReduced","LfTComp","LfGrSpring","LfGrSummer","LfGrWinter","LfGrPersist","LfScler","LfSuccul","LA","SLA","LDMC","FloweringLength","Dioecy","OutCross","AutoGam","ZooGam","AnemoGam","HydroGam","FleshyFr","VegetRepr","MyrmChor","SeedMass","Sh_polycyclic_Woody_incl","BdBank_size","BdBank_depth","Parasit","MHtroph","Cvory","Nfix","Gnm_size","Gnm_GC","Clon_persist","Clon_multip","LateralSpr","ClonInd","ClonDispOrg","DiasporeVeg","DiasporeGen","DispAllium","DispBidens","DispCornus","DispEpilobium","DispalLycopodium","DispPhragmites","DispSparganium","DispWolffia","DispZea"
"1266","Lotus_pedunculatus",-0.509160344446929,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.5,0,6.2363695902037,25.76,207.81,4,0,1,0,1,0,0,0,0.5,0,1.53471436623816,0,20,3.2,0,0,0,1,6.90800524773734,40.43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1267","Lotus_tenuis",-1.20064501423326,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.75,0,4.57316338985301,23.42,151.31,3,0,1,0,1,0,0,0,0,0,NA,0,7.5,2.33,0,0,0,1,7.03664089668677,40.18,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1268","Ludwigia_palustris",-1.38230233985035,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.5,0,5.55632600518833,31.76,205.23,3,0,0.6,1,0,0,0,0,0.5,0,-2.81341071676004,0,17.5,2.71,0,0,0,0,NA,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
"1269","Lunaria_annua",-0.429245636773568,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,8.97434331717838,37.24,114.87,3,0,0.75,1,1,0,0,0,0,0,2.94127608775793,0,5,1,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1270","Lunaria_rediviva",-0.161343150408763,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.5,0,9.29278818506356,46.31,122.61,3,0,0.75,0,1,0,0,0,0.5,0,3.25848107946056,1,20,4,0,0,0,0,6.43351870344676,38.14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1271","Lupinus_polyphyllus",0.000999500333083423,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.75,0,9.86267857876444,23.19,179.81,4,0,0.75,1,1,0,0,0,0,0,3.1929424428417,0,16.67,3.8,0,0,0,1,7.23720290066639,38.45,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1272","Luronium_natans",-0.286349627218002,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.13,0,5.5514468133525,48.6,145.17,3,0,NA,1,1,0,0,0,0.5,0,-0.941608539858445,1,11.67,3.29,0,0,0,0,10.5587199668228,41.25,1.25,4.75,0.1,5,1,1,1,0,0,0,0,0,0,0,1,0
"1273","Luzula_campestris",-2.03255795578099,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,4.29045944114839,22.97,245.74,3,0,0.5,1,1,1,0,0,0.5,1,-0.371063681390832,1,21.67,3.77,0,0,0,0,6.49546191128039,34.58,3.56,1,0.08,4,0,0,1,1,0,0,0,0,0,0,0,0
"1274","Luzula_divulgata",-1.26940060964839,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3,0,NA,0,0,1,0,0,0.5,1,NA,NA,NA,NA,0,0,0,0,7.21481341717742,35.35,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"1275","Luzula_luzulina",-1.89047544216721,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,0.75,0,NA,NA,NA,4,0,0.5,0,0,1,0,0,0.5,1,NA,1,20,4,0,0,0,0,7.09153410677407,36.12,4,3.25,0.09,5,0,0,1,1,0,0,0,0,0,0,0,0
"1276","Luzula_luzuloides",-0.691149177897272,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,NA,23.76,NA,3,0,0.5,1,0,1,0,0,0.5,1,-0.994252273343867,1,20,4,0,0,0,0,7.35272952018501,34.68,4,1,0.13,4,0,0,1,1,0,0,0,0,0,0,0,0
"1277","Luzula_multiflora",-1.20064501423326,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.30809844150953,24.82,214,3,0,0.5,0,1,1,0,0,0.5,1,-0.891598119283784,NA,20,4,0,0,0,0,7.62949963451976,35.92,4,6,0.01,4,0,0,1,1,0,0,0,0,0,0,0,0
"1278","Luzula_pallescens",-1.55589714550607,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3,0,0.5,0,0,1,0,0,0.5,1,-1.71479842809193,NA,NA,NA,0,0,0,0,7.63712348582222,35.45,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"1279","Luzula_pilosa",-1.46533756846034,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,6.49828214947643,25.1,228,3,0,NA,1,0,1,0,0,0.5,1,-0.0202027073175195,1,20,4,0,0,0,0,6.11571550944584,33.78,4,2,0.09,4,0,0,1,1,0,0,0,0,0,0,0,0
"1280","Luzula_spicata",-1.60445037092306,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,3.26346670819608,11.57,284.54,3,0,0.6,0,0,1,0,0,0.5,1,-1.13943428318836,1,20,4,0,0,0,0,6.67099443170874,34.92,4,3.5,0.04,4,0,0,1,1,0,0,0,0,0,0,0,0
"1281","Luzula_sudetica",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,0,5.49454182851098,34.56,169.99,2,0,0.6,1,0,1,0,0,0.5,1,-1.17118298150295,1,20,4,0,0,0,0,6.41206454280042,33.89,4,1,0.09,4,0,0,1,1,0,0,0,0,0,0,0,0
"1282","Luzula_sylvatica",-0.384192972832625,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.63,0,8.72225423517968,16.45,294,2,0,0.5,0,0,1,0,0,0.5,1,-0.328504066972036,1,20,4,0,0,0,0,6.85946798835061,34.12,4,0.83,0.1,4,0,0,1,1,0,0,0,0,0,0,0,0
"1283","Lychnis_coronaria",-0.796287939479459,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.88,0,NA,NA,NA,4,0,0.75,1,1,0,0,0,0,0,NA,0,20,4,0,0,0,0,8.6335369696161,40.17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1284","Lychnis_flos-cuculi",-0.796287939479459,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0.75,0,6.82328612235569,24.22,140,3,0,0.75,1,1,0,0,0,0.5,0,-1.56064774826467,1,17.14,3.5,0,0,0,0,8.55715401523542,41.35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1285","Lycium_barbarum",0.693647055601596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,7.17845394639351,14.1,163.93,4,0,1,1,1,0,0,1,0.5,0,NA,NA,46.25,7.81,0,0,0,0,8.38706856061179,41.22,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0
"1286","Lycopodiella_inundata",-2.39689577246529,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.25,0,1.08518926833597,59.2,139.71,4,0,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,41.67,7.48,0,0.5,0,0,9.70190610913562,44.37,3,3.25,0.13,5,0,0,1,0,0,0,0,1,0,0,0,0
"1287","Lycopodium_annotinum",-1.26940060964839,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,1.75785791755237,25,363.64,3,0,NA,NA,NA,NA,NA,NA,0.5,0,NA,1,17.5,1.57,0,0.5,0,0,9.0465158847263,42.75,4,2.33,0.22,3,0,0,1,0,0,0,0,1,0,0,0,0
"1288","Lycopodium_clavatum",-1.60445037092306,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0.871293365943419,21.79,380.73,4,0,NA,NA,NA,NA,NA,NA,0.5,0,NA,NA,15,1,0,0.5,0,0,8.52297245923027,43.38,4,1.88,0.13,3,1,0,1,0,0,0,0,1,0,0,0,0
"1289","Lycopsis_arvensis",-1.04696905551627,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0.75,0,7.48380668766583,16.53,116.5,5,NA,NA,1,1,0,0,0,0,1,1.51292701205326,0,NA,NA,0,0,0,0,9.21000631618576,39.28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1290","Lycopus_europaeus",-0.691149177897272,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.38,0,7.50370299616495,63.35,103.92,3,0.5,0.75,0,1,0,0,0,0.5,1,-1.42711635564015,0,19,4.16,0,0,0,0,6.64084268653522,39.12,1,6,0.18,5,0,0,1,0,0,0,0,0,0,1,0,0
"1291","Lycopus_exaltatus",0.0962188577405429,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.38,0,NA,NA,NA,3,0.5,0.75,0,1,0,0,0,0.5,1,-1.20397280432594,0,20,4,0,0,0,0,6.68778169799875,39.92,1,6,0.13,5,0,0,1,0,0,0,0,0,0,1,0,0
"1292","Lysimachia_nemorum",-1.38230233985035,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.38,0,5.53141124871541,30.2,196.5,3,0,NA,1,1,0,0,0,0.5,0,-0.941608539858445,0,15,1,0,0,0,0,NA,NA,2,4.17,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"1293","Lysimachia_nummularia",-2.79688141480883,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.5,0,5.65013553542543,29.94,227.65,2,0,1,0,1,0,0,0,0.75,0,-0.673344553263766,0,18.33,1.73,0,0,0,0,7.91789694466069,38.63,2.6,3.9,0.14,5,0,0,1,1,0,0,0,0,0,0,0,0
"1294","Lysimachia_punctata",-0.221894331913778,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.75,0,6.74476565048767,32.82,246,3,0,NA,0,1,0,0,0,0.5,0,-0.798507696217772,0,20,4,0,0,0,0,8.3105084477653,40.06,1,6,0.13,5,0,0,1,1,0,0,0,0,0,0,0,0
"1295","Lysimachia_thyrsiflora",-0.841647188878389,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.25,0,7.38631594216085,38.09,200.69,3,0,0.75,1,1,0,0,0,0.5,0,NA,0,20,4,0,0,0,0,7.86114909880779,36.15,1,6,0.13,5,0,0,1,0,0,0,0,0,0,1,0,0
"1296","Lysimachia_vulgaris",-0.161343150408763,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0.25,0,7.83962404081961,26.32,242.62,3,0,0.75,1,1,0,0,0,0.5,0,-1.10866262452161,0,20,4,0,0,0,0,8.91645241613621,36.98,1.67,5.29,0.17,5,0,0,1,1,0,0,0,0,0,0,0,0
"1297","Lythrum_hyssopifolia",-1.46533756846034,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.5,0,2.52572864430826,24.03,218.27,3,0,0.6,1,1,0,0,0,0.25,0,-1.07880966137193,0,5,1,0,0,0,0,7.18962046611235,43.57,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1298","Lythrum_salicaria",0.049742091894814,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0.25,0,7.46300727369225,27.11,179.85,4,0,0.9,1,1,0,0,0,0.25,0,-2.30258509299405,0,16.67,3.8,0,0,0,0,7.97932519653836,44.05,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"1299","Lythrum_virgatum",-0.161343150408763,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,20,4,0,0,0,0,7.23425654167997,42.74,4,3.5,0.07,5,0,0,1,1,0,0,0,0,0,0,0,0
"1300","Mahonia_aquifolium",0.140631129739745,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.88,0,9.29357797054624,8.98,432,3,0,0.9,1,1,0,0,1,0.5,0,2.21484617868604,NA,30,3,0,0,0,0,7.65388382832998,41.45,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0
"1301","Maianthemum_bifolium",-1.89047544216721,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,7.36153424736885,33.13,240.69,2,0,0.75,1,1,0,0,1,0.5,0,2.71137799119488,1,19,4.16,0,0,0,0,10.1270194284426,41.97,4,1.9,0.13,4,0,0,1,0,0,1,0,0,0,0,0,0
"1302","Malaxis_monophyllos",-1.65548185093551,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,NA,0,NA,NA,NA,2,0,0.75,0,1,0,0,0,0.5,0,NA,0,5,1,0,0.5,0,0,NA,NA,2.4,1.64,0.01,3,1,0,1,0,0,0,0,1,0,0,0,0
"1303","Malus_domestica",2.30268508799438,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,NA,25.84,NA,1,0,1,0,1,0,0,1,0.25,0,NA,NA,NA,NA,0,0,0,0,7.17790454614161,40.44,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0
"1304","Malus_sylvestris",1.94605299599506,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.97595646897393,18.75,248.8,1,0,1,0,1,0,0,1,0.25,0,3.1629401925379,NA,0,0,0,0,0,0,7.1754285028756,40.7,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,0
"1305","Malva_alcea",-0.161343150408763,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,7.22657258036463,28.14,136.21,4,0,0.75,0,1,0,0,0,0,0,1.36353737399727,0,20,4,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1306","Malva_moschata",-0.429245636773568,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,8.03743655584757,20.03,215.33,4,0,0.75,0,1,0,0,0,0,0,0.824175442966349,0,20,4,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1307","Malva_neglecta",-1.20064501423326,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,5.08759633523238,23.7,214,5,0,0.5,1,1,0,0,0,0,0,0.783901543828409,0,15,1,0,0,0,0,7.11351663139858,36.97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1308","Malva_pusilla",-1.23443201181064,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.75,0,6.99668148817654,15.91,151.51,5,0,0.25,1,1,0,0,0,0,0,NA,0,15,1,0,0,0,0,7.05848296418491,36.72,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1309","Malva_sylvestris",-0.104250021373799,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.75,0,8.95254067400627,22.61,171.22,5,0,0.75,0,1,0,0,0,0,0,1.08856195281461,0,20,4,0,0,0,0,7.15107785733349,36.15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1310","Marrubium_peregrinum",-0.691149177897272,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0.88,0,NA,NA,NA,3,0,0.75,1,1,0,0,0,0,0,-0.0512932943875506,0,10,3,0,0,0,0,7.76616262840774,38.44,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1311","Matricaria_chamomilla",-1.20064501423326,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.75,0,5.87493073085203,23.33,134.67,5,0,0.75,0,1,0,0,0,0,0,-1.96611285637283,0,7.5,2.33,0,0,0,0,9.03057354906885,38.89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1312","Matricaria_discoidea",-1.46533756846034,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.88,0,5.8111409929767,41,109.67,3,0,0.6,1,1,0,0,0,0,0,-2.65926003693278,0,0,0,0,0,0,0,8.36897620568813,40.23,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1313","Matteuccia_struthiopteris",-0.104250021373799,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.63,0,11.6649191630412,28.25,202.1,3,0,NA,NA,NA,NA,NA,NA,0.5,0,NA,0,15,5,0,0,0,0,10.0721331009181,45.6,4,0.75,0.2,4,0,0,1,0,0,0,0,1,0,0,0,0
"1314","Medicago_falcata",-0.632993257740198,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.88,0,NA,18.1,NA,6,0,0.5,0,1,0,0,0,0.5,0,0.500775287912489,0,38.75,8.35,0,0,0,1,8.05085961926454,37.84,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1315","Medicago_lupulina",-1.04696905551627,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0.75,0,6.23309613653432,27.24,196,6,0,0.38,1,1,0,0,0,0.5,0,0.582215619852664,0,14,3.57,0,0,0,1,7.06103415032336,37.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1316","Medicago_minima",-1.89047544216721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.88,0,NA,26.57,250.5,4,0,0.25,1,0,0,0,0,0,0,-0.0943106794712413,0,3.33,1,0,0,0,1,6.98608575238809,37.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"1317","Medicago_monspeliaca",-1.70925824771631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,1,7.38895845848147,39.07,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1318","Medicago_prostrata",-1.04696905551627,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,1,7.30097910066795,37.59,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"1319","Medicago_sativa",-0.429245636773568,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0.75,0,7.1608459066643,25.8,218.67,6,0,0.88,0,1,0,0,0,NA,0,1.00795792039998,0,NA,NA,0,0,0,1,8.05052160474583,37.88,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"1320","Melampyrum_arvense",-1.04696905551627,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.75,0,6.10924758276437,29.36,180.65,4,0,0.75,0,1,0,0,0,0,1,2.64617479738412,0,0,0,0.5,0,0,0,9.48403938554675,42.29,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1321","Melampyrum_cristatum",-1.20064501423326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.75,0,5.9362160728775,26.09,184.31,5,0,0.5,1,1,0,0,0,0,1,1.58719230348678,0,0,0,0.5,0,0,0,9.24205994486662,43.71,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1322","Melampyrum_herbichii",NA,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,0
"1323","Melampyrum_nemorosum",-0.913793851675568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.63,0,6.2665741664468,34.68,156.66,5,0,0.5,1,1,0,0,0,0,1,1.76130026174335,0,0,0,0.5,0,0,0,8.9708540013218,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1324","Melampyrum_pratense",-1.26940060964839,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.63,0,5.48063892334199,26.29,205,5,0,0.6,1,1,0,0,0,0,1,1.73695123273306,0,0,0,0.5,0,0,0,9.51859977156671,43.79,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1325","Melampyrum_subalpinum",-1.38230233985035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,0.5,0,0,0,9.23177304257865,43.9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1326","Melampyrum_sylvaticum",-1.38230233985035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0.63,0,6.07477115323439,40.62,153.39,4,0,0.5,1,1,0,0,0,0,1,1.85629799036563,0,0,0,0.5,0,0,0,9.01593368326191,42.65,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1327","Melica_altissima",0.0962188577405429,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,0.75,0,NA,NA,NA,1,0,NA,0,0,1,0,0,0.5,1,NA,NA,NA,NA,0,0,0,0,8.69129438676334,47.81,NA,NA,NA,NA,NA,0,1,0,0,0,1,0,0,0,0,0
"1328","Melica_ciliata",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,5.31826704185566,17.04,506.78,1,0,NA,0,0,1,0,0,0.5,1,-0.150822889734584,0,15,3.67,0,0,0,0,8.28641557463383,46.49,4,3.5,0.07,5,0,0,1,0,0,0,1,0,0,0,0,0
"1329","Melica_nutans",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,5.99645208861902,28.73,340,2,0,NA,0,0,1,0,0,0.5,1,0.916290731874155,0,20,4,0,0,0,0,8.570070231017,48,4,2.25,0.1,4,0,0,1,1,0,0,0,0,0,0,0,0
"1330","Melica_picta",-0.796287939479459,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,NA,NA,NA,2,0,NA,0,0,1,0,0,0.5,1,NA,1,10,3,0,0,0,0,8.71134285289584,48.88,4,3.5,0.07,5,0,0,1,1,0,0,0,0,0,0,0,0
"1331","Melica_transsilvanica",-0.286349627218002,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.88,0,5.41920668382349,9.16,NA,1,0,NA,0,0,1,0,0,0.5,1,-0.693147180559945,0,10,3,0,0,0,0,8.33332323647235,47.82,4,1,0.01,3,0,0,1,0,0,0,1,0,0,0,0,0
"1332","Melica_uniflora",-0.913793851675568,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.75,0,NA,39.6,NA,2,0,NA,0,0,1,0,0,0.5,1,1.0681530811834,0,17.5,3.86,0,0,0,0,8.41579813625025,46.32,4,3.5,0.11,5,0,0,1,1,0,0,0,0,0,0,0,0
"1333","Melilotus_albus",0.140631129739745,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.88,0,6.39359075395063,20.99,159.25,4,0,0.5,1,1,0,0,0,0,0,1.04380405217311,1,10,3,0,0,0,1,7.66997599444232,38.19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1334","Melilotus_altissimus",0.000999500333083423,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.75,0,5.59842195899838,15.65,230,3,0,0.5,0,1,0,0,0,0,0,1.37118072330984,1,10,3,0,0,0,1,7.84345248126132,39.02,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1335","Melilotus_dentatus",-0.429245636773568,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.75,0,NA,NA,NA,4,0,NA,0,1,0,0,0,0,0,0.951657875711446,0,6.25,2.6,0,0,0,1,7.71092210458063,38.89,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"1336","Melilotus_officinalis",0.000999500333083423,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.88,0,6.4085287910595,19.38,237.67,5,0,0.75,1,1,0,0,0,0,0,1.08856195281461,1,10,3,0,0,0,1,7.63490767251141,38.36,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
