	Height	Tree	Shrub	WoodyLiana	ParasiticEpiphyte	DwarfShrub	MonocarpPerennialHerb	PolycarpNonClonalHerb	ClonalHerb	AnnualHerb	ChamPh	GeoPh	HemiPh	HydroPh	MphanPh	NphanPh	TherPh	LfArVertic	LfArAltern	LfArRosette	LfArOppos	LfTSimple	LfTReduced	LfTComp	LfGrSpring	LfGrSummer	LfGrWinter	LfGrPersist	LfScler	LfSuccul	LA	SLA	LDMC	FloweringLength	Dioecy	OutCross	AutoGam	ZooGam	AnemoGam	HydroGam	FleshyFr	VegetRepr	MyrmChor	SeedMass	SeedNo	Sh_polycyclic_Woody_incl	BdBank_size	BdBank_depth	Parasit	MHtroph	Cvory	Nfix	Gnm_size	Gnm_GC	Clon_persist	Clon_multip	LateralSpr	ClonInd	ClonDispOrg	DiasporeVeg	DiasporeGen	DispAllium	DispBidens	DispCornus	DispEpilobium	DispalLycopodium	DispPhragmites	DispSparganium	DispWolffia	DispZea
Lotus_borbasii	0.25	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	1	1116.19	40.52	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Lotus_corniculatus	0.38	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	132	23.65	186	3	0	1	0	1	0	0	0	0.25	0	1.4	10047.67	0	33.33	8.9	0	0	0	1	2259.71	40.54	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lotus_maritimus	0.38	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0.5	0	392.5	18.56	200.47	3	0	NA	0	1	0	0	0	0.25	0	3.81	24.75	1	15	3.67	0	0	0	1	1344.95	42.02	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lotus_pedunculatus	0.6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.5	0	511	25.76	207.81	4	0	1	0	1	0	0	0	0.5	0	4.63	NA	0	20	3.2	0	0	0	1	1000.25	40.43	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lotus_tenuis	0.3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	96.85	23.42	151.31	3	0	1	0	1	0	0	0	0	0	NA	45.46	0	7.5	2.33	0	0	0	1	1137.56	40.18	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Ludwigia_palustris	0.25	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0.5	0	258.87	31.76	205.23	3	0	0.6	1	0	0	0	0	0.5	0	0.05	25674.15	0	17.5	2.71	0	0	0	0	NA	NA	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Lunaria_annua	0.65	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	7897.83	37.24	114.87	3	0	0.75	1	1	0	0	0	0	0	18.93	733.82	0	5	1	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lunaria_rediviva	0.85	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.5	0	10859.42	46.31	122.61	3	0	0.75	0	1	0	0	0	0.5	0	26	851.4	1	20	4	0	0	0	0	622.36	38.14	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lupinus_polyphyllus	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	19200.25	23.19	179.81	4	0	0.75	1	1	0	0	0	0	0	24.35	944.49	0	16.67	3.8	0	0	0	1	1390.2	38.45	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Luronium_natans	0.75	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0.13	0	257.61	48.6	145.17	3	0	NA	1	1	0	0	0	0.5	0	0.38	205.38	1	11.67	3.29	0	0	0	0	38511.8	41.25	1.25	4.75	0.1	5	1	1	1	0	0	0	0	0	0	0	1	0
Luzula_campestris	0.13	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	73	22.97	245.74	3	0	0.5	1	1	1	0	0	0.5	1	0.68	9859.3	1	21.67	3.77	0	0	0	0	662.13	34.58	3.56	1	0.08	4	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_divulgata	0.28	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	0	NA	0	0	1	0	0	0.5	1	NA	NA	NA	NA	NA	0	0	0	0	1359.42	35.35	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Luzula_luzulina	0.15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	4	0	0.5	0	0	1	0	0	0.5	1	NA	NA	1	20	4	0	0	0	0	1201.75	36.12	4	3.25	0.09	5	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_luzuloides	0.5	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	NA	23.76	NA	3	0	0.5	1	0	1	0	0	0.5	1	0.36	12103.69	1	20	4	0	0	0	0	1560.45	34.68	4	1	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_multiflora	0.3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	549	24.82	214	3	0	0.5	0	1	1	0	0	0.5	1	0.4	14490.9	NA	20	4	0	0	0	0	2058.02	35.92	4	6	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_pallescens	0.21	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	0	0.5	0	0	1	0	0	0.5	1	0.17	228	NA	NA	NA	0	0	0	0	2073.77	35.45	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Luzula_pilosa	0.23	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	664	25.1	228	3	0	NA	1	0	1	0	0	0.5	1	0.97	2336.11	1	20	4	0	0	0	0	452.92	33.78	4	2	0.09	4	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_spicata	0.2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	26.14	11.57	284.54	3	0	0.6	0	0	1	0	0	0.5	1	0.31	126.13	1	20	4	0	0	0	0	789.18	34.92	4	3.5	0.04	4	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_sudetica	0.25	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	243.36	34.56	169.99	2	0	0.6	1	0	1	0	0	0.5	1	0.3	79.06	1	20	4	0	0	0	0	609.15	33.89	4	1	0.09	4	0	0	1	1	0	0	0	0	0	0	0	0
Luzula_sylvatica	0.68	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.63	0	6138	16.45	294	2	0	0.5	0	0	1	0	0	0.5	1	0.71	3810.37	1	20	4	0	0	0	0	952.86	34.12	4	0.83	0.1	4	0	0	1	1	0	0	0	0	0	0	0	0
Lychnis_coronaria	0.45	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0.88	0	NA	NA	NA	4	0	0.75	1	1	0	0	0	0	0	NA	NA	0	20	4	0	0	0	0	5616.91	40.17	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lychnis_flos-cuculi	0.45	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0.75	0	919	24.22	140	3	0	0.75	1	1	0	0	0	0.5	0	0.2	120766.47	1	17.14	3.5	0	0	0	0	5203.85	41.35	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lycium_barbarum	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	1310.88	14.1	163.93	4	0	1	1	1	0	0	1	0.5	0	NA	29	NA	46.25	7.81	0	0	0	0	4389.93	41.22	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Lycopodiella_inundata	0.09	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.25	0	2.96	59.2	139.71	4	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	NA	41.67	7.48	0	0.5	0	0	16348.74	44.37	3	3.25	0.13	5	0	0	1	0	0	0	0	1	0	0	0	0
Lycopodium_annotinum	0.28	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	5.8	25	363.64	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	1	17.5	1.57	0	0.5	0	0	8488.91	42.75	4	2.33	0.22	3	0	0	1	0	0	0	0	1	0	0	0	0
Lycopodium_clavatum	0.2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	2.39	21.79	380.73	4	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	2902800	NA	15	1	0	0.5	0	0	5028.98	43.38	4	1.88	0.13	3	1	0	1	0	0	0	0	1	0	0	0	0
Lycopsis_arvensis	0.35	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0.75	0	1779	16.53	116.5	5	NA	NA	1	1	0	0	0	0	1	4.53	6035.67	0	NA	NA	0	0	0	0	9996.66	39.28	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Lycopus_europaeus	0.5	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.38	0	1814.75	63.35	103.92	3	0.5	0.75	0	1	0	0	0	0.5	1	0.23	9385.81	0	19	4.16	0	0	0	0	765.74	39.12	1	6	0.18	5	0	0	1	0	0	0	0	0	0	1	0	0
Lycopus_exaltatus	1.1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.38	0	NA	NA	NA	3	0.5	0.75	0	1	0	0	0	0.5	1	0.29	NA	0	20	4	0	0	0	0	802.54	39.92	1	6	0.13	5	0	0	1	0	0	0	0	0	0	1	0	0
Lysimachia_nemorum	0.25	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.38	0	252.5	30.2	196.5	3	0	NA	1	1	0	0	0	0.5	0	0.38	7.5	0	15	1	0	0	0	0	NA	NA	2	4.17	0.13	5	0	0	1	1	0	0	0	0	0	0	0	0
Lysimachia_nummularia	0.06	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.5	0	284.33	29.94	227.65	2	0	1	0	1	0	0	0	0.75	0	0.5	8156.67	0	18.33	1.73	0	0	0	0	2745.99	38.63	2.6	3.9	0.14	5	0	0	1	1	0	0	0	0	0	0	0	0
Lysimachia_punctata	0.8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0.75	0	849.6	32.82	246	3	0	NA	0	1	0	0	0	0.5	0	0.44	69.23	0	20	4	0	0	0	0	4066.38	40.06	1	6	0.13	5	0	0	1	1	0	0	0	0	0	0	0	0
Lysimachia_thyrsiflora	0.43	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0.25	0	1613.75	38.09	200.69	3	0	0.75	1	1	0	0	0	0.5	0	NA	92.4	0	20	4	0	0	0	0	2594.5	36.15	1	6	0.13	5	0	0	1	0	0	0	0	0	0	1	0	0
Lysimachia_vulgaris	0.85	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0.25	0	2539.25	26.32	242.62	3	0	0.75	1	1	0	0	0	0.5	0	0.32	21172.9	0	20	4	0	0	0	0	7453.6	36.98	1.67	5.29	0.17	5	0	0	1	1	0	0	0	0	0	0	0	0
Lythrum_hyssopifolia	0.23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.5	0	12.5	24.03	218.27	3	0	0.6	1	1	0	0	0	0.25	0	0.33	26681	0	5	1	0	0	0	0	1325.6	43.57	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Lythrum_salicaria	1.05	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0.25	0	1742.38	27.11	179.85	4	0	0.9	1	1	0	0	0	0.25	0	0.09	85051.13	0	16.67	3.8	0	0	0	0	2919.96	44.05	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Lythrum_virgatum	0.85	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	20	4	0	0	0	0	1386.11	42.74	4	3.5	0.07	5	0	0	1	1	0	0	0	0	0	0	0	0
Mahonia_aquifolium	1.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0.88	0	10868	8.98	432	3	0	0.9	1	1	0	0	1	0.5	0	9.15	6	NA	30	3	0	0	0	0	2108.82	41.45	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Maianthemum_bifolium	0.15	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	1574.25	33.13	240.69	2	0	0.75	1	1	0	0	1	0.5	0	15.04	616.37	1	19	4.16	0	0	0	0	25009.71	41.97	4	1.9	0.13	4	0	0	1	0	0	1	0	0	0	0	0	0
Malaxis_monophyllos	0.19	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	NA	0	NA	NA	NA	2	0	0.75	0	1	0	0	0	0.5	0	NA	NA	0	5	1	0	0.5	0	0	NA	NA	2.4	1.64	0.01	3	1	0	1	0	0	0	0	1	0	0	0	0
Malus_domestica	10	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	25.84	NA	1	0	1	0	1	0	0	1	0.25	0	NA	NA	NA	NA	NA	0	0	0	0	1310.16	40.44	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Malus_sylvestris	7	0.75	0.25	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	2910.14	18.75	248.8	1	0	1	0	1	0	0	1	0.25	0	23.63	2500	NA	0	0	0	0	0	0	1306.92	40.7	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Malva_alcea	0.85	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1375.5	28.14	136.21	4	0	0.75	0	1	0	0	0	0	0	3.9	NA	0	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Malva_moschata	0.65	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	3094.67	20.03	215.33	4	0	0.75	0	1	0	0	0	0	0	2.27	2836.83	0	20	4	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Malva_neglecta	0.3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	162	23.7	214	5	0	0.5	1	1	0	0	0	0	0	2.18	17094.22	0	15	1	0	0	0	0	1228.46	36.97	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Malva_pusilla	0.29	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1093	15.91	151.51	5	0	0.25	1	1	0	0	0	0	0	NA	3550.97	0	15	1	0	0	0	0	1162.68	36.72	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Malva_sylvestris	0.9	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	7727.5	22.61	171.22	5	0	0.75	0	1	0	0	0	0	0	2.96	700	0	20	4	0	0	0	0	1275.48	36.15	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Marrubium_peregrinum	0.5	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.88	0	NA	NA	NA	3	0	0.75	1	1	0	0	0	0	0	0.94	NA	0	10	3	0	0	0	0	2359.4	38.44	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Matricaria_chamomilla	0.3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	356	23.33	134.67	5	0	0.75	0	1	0	0	0	0	0	0.13	106188.14	0	7.5	2.33	0	0	0	0	8354.65	38.89	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Matricaria_discoidea	0.23	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.88	0	334	41	109.67	3	0	0.6	1	1	0	0	0	0	0	0.06	134810	0	0	0	0	0	0	0	4311.22	40.23	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Matteuccia_struthiopteris	0.9	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.63	0	116415.29	28.25	202.1	3	0	NA	NA	NA	NA	NA	NA	0.5	0	NA	NA	0	15	5	0	0	0	0	23674.01	45.6	4	0.75	0.2	4	0	0	1	0	0	0	0	1	0	0	0	0
Medicago_falcata	0.53	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.88	0	NA	18.1	NA	6	0	0.5	0	1	0	0	0	0.5	0	1.64	83.25	0	38.75	8.35	0	0	0	1	3136.49	37.84	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Medicago_lupulina	0.35	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0.75	0	509.33	27.24	196	6	0	0.38	1	1	0	0	0	0.5	0	1.78	15274.34	0	14	3.57	0	0	0	1	1165.65	37.25	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Medicago_minima	0.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0.88	0	NA	26.57	250.5	4	0	0.25	1	0	0	0	0	0	0	0.9	36.12	0	3.33	1	0	0	0	1	1081.48	37.35	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Medicago_monspeliaca	0.18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	1	1618.02	39.07	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Medicago_prostrata	0.35	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	1	1481.75	37.59	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Medicago_sativa	0.65	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0.75	0	1288	25.8	218.67	6	0	0.88	0	1	0	0	0	NA	0	2.73	91144.67	0	NA	NA	0	0	0	1	3135.43	37.88	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_arvense	0.35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.75	0	450	29.36	180.65	4	0	0.75	0	1	0	0	0	0	1	14.09	23.27	0	0	0	0.5	0	0	0	13148.19	42.29	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_cristatum	0.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.75	0	378.5	26.09	184.31	5	0	0.5	1	1	0	0	0	0	1	4.88	4	0	0	0	0.5	0	0	0	10322.28	43.71	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_herbichii	NA	0	0	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0.5	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_nemorosum	0.4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.63	0	526.67	34.68	156.66	5	0	0.5	1	1	0	0	0	0	1	5.81	1263.77	0	0	0	0.5	0	0	0	7870.32	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_pratense	0.28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.63	0	240	26.29	205	5	0	0.6	1	1	0	0	0	0	1	5.67	704.43	0	0	0	0.5	0	0	0	13610.54	43.79	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_subalpinum	0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0.5	0	0	0	10216.64	43.9	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melampyrum_sylvaticum	0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0.63	0	434.75	40.62	153.39	4	0	0.5	1	1	0	0	0	0	1	6.39	1223.96	0	0	0	0.5	0	0	0	8233.23	42.65	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melica_altissima	1.1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	1	0	NA	0	0	1	0	0	0.5	1	NA	NA	NA	NA	NA	0	0	0	0	5950.88	47.81	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0
Melica_ciliata	0.45	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	204.03	17.04	506.78	1	0	NA	0	0	1	0	0	0.5	1	0.85	27.33	0	15	3.67	0	0	0	0	3969.58	46.49	4	3.5	0.07	5	0	0	1	0	0	0	1	0	0	0	0	0
Melica_nutans	0.45	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	402	28.73	340	2	0	NA	0	0	1	0	0	0.5	1	2.49	2490.77	0	20	4	0	0	0	0	5271.5	48	4	2.25	0.1	4	0	0	1	1	0	0	0	0	0	0	0	0
Melica_picta	0.45	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	NA	0	0	1	0	0	0.5	1	NA	5	1	10	3	0	0	0	0	6071.39	48.88	4	3.5	0.07	5	0	0	1	1	0	0	0	0	0	0	0	0
Melica_transsilvanica	0.75	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	225.7	9.16	NA	1	0	NA	0	0	1	0	0	0.5	1	0.49	48852	0	10	3	0	0	0	0	4160.22	47.82	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Melica_uniflora	0.4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	39.6	NA	2	0	NA	0	0	1	0	0	0.5	1	2.9	14	0	17.5	3.86	0	0	0	0	4517.88	46.32	4	3.5	0.11	5	0	0	1	1	0	0	0	0	0	0	0	0
Melilotus_albus	1.15	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.88	0	598	20.99	159.25	4	0	0.5	1	1	0	0	0	0	0	2.83	70978.15	1	10	3	0	0	0	1	2143.03	38.19	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melilotus_altissimus	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	270	15.65	230	3	0	0.5	0	1	0	0	0	0	0	3.93	830.64	1	10	3	0	0	0	1	2548.99	39.02	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melilotus_dentatus	0.65	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	NA	NA	NA	4	0	NA	0	1	0	0	0	0	0	2.58	NA	0	6.25	2.6	0	0	0	1	2232.6	38.89	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melilotus_officinalis	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0.88	0	607	19.38	237.67	5	0	0.75	1	1	0	0	0	0	0	2.96	29404.27	1	10	3	0	0	0	1	2069.18	38.36	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melissa_officinalis	0.55	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.63	0	NA	NA	NA	3	0	0.5	1	1	0	0	0	0.5	1	0.58	NA	0	15	3.67	0	0	0	0	1689.81	40.78	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Melittis_melissophyllum	0.4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.63	0	2586.75	53.5	148.3	3	0	0.75	0	1	0	0	0	0.5	0	5.39	48	0	20	4	0	0	0	0	937.08	39.05	4	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Mentha_aquatica	0.98	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0.38	0	1722.44	29.96	179.62	2	0.5	0.75	0	1	0	0	0	0.5	1	0.13	4	0	20	3.33	0	0	0	0	2567.24	39.14	1.67	6	0.13	5	0	1	1	0	0	0	0	0	0	1	0	0
