	Height	Tree	Shrub	WoodyLiana	ParasiticEpiphyte	DwarfShrub	MonocarpPerennialHerb	PolycarpNonClonalHerb	ClonalHerb	AnnualHerb	ChamPh	GeoPh	HemiPh	HydroPh	MphanPh	NphanPh	TherPh	LfArVertic	LfArAltern	LfArRosette	LfArOppos	LfTSimple	LfTReduced	LfTComp	LfGrSpring	LfGrSummer	LfGrWinter	LfGrPersist	LfScler	LfSuccul	LA	SLA	LDMC	FloweringLength	Dioecy	OutCross	AutoGam	ZooGam	AnemoGam	HydroGam	FleshyFr	VegetRepr	MyrmChor	SeedMass	SeedNo	Sh_polycyclic_Woody_incl	BdBank_size	BdBank_depth	Parasit	MHtroph	Cvory	Nfix	Gnm_size	Gnm_GC	Clon_persist	Clon_multip	LateralSpr	ClonInd	ClonDispOrg	DiasporeVeg	DiasporeGen	DispAllium	DispBidens	DispCornus	DispEpilobium	DispalLycopodium	DispPhragmites	DispSparganium	DispWolffia	DispZea
Consolida_regalis	0.68	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.88	0	NA	24.38	151.27	3	0	0.75	0	1	0	0	0	0	0	0.94	28419.24	0	5	1	0	0	0	0	6626.28	40.63	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Convallaria_majalis	0.2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	6124.5	28.97	221.5	2	0	1	1	1	1	0	1	0.5	0	133.76	300.47	0	20	4	0	0	0	0	34621.23	45.17	4	0.67	0.07	3	0	0	1	0	0	1	0	0	0	0	0	0
Convolvulus_arvensis	0.4	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1124.75	28.39	172.5	5	0	1	1	1	0	0	0	0.75	0	12.49	936.23	0	42.18	8.32	0	0	0	0	2597.24	38.25	4	3.5	0.13	5	0	0	1	1	0	0	0	0	0	0	0	0
Conyza_canadensis	0.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0.75	0	660	22.41	176	4	0.5	0.6	1	0	0	0	0	0	0	0.05	174774.95	0	5	1	0	0	0	0	847.91	37.52	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Corallorhiza_trifida	0.12	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	2	0	0.6	1	1	0	0	0	0.5	0	NA	NA	0	20	4	0	1	0	0	12022.85	45.97	4	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Corispermum_pallasii	0.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.88	0	222.33	21.25	174.1	4	NA	0.25	1	0	0	0	0	0	0	1.48	5540.5	0	5	1	0	0	0	0	953.26	38.92	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cornus_mas	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0.88	0	1884.57	31.98	216.96	2	0	1	1	1	0	0	1	0	0	487.53	4.82	NA	0	0	0	0	0	0	5814.89	40.87	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Cornus_sanguinea	3.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0.75	0	1009.23	17.38	255	2	0	NA	1	1	0	0	1	0.5	0	79.59	970.33	NA	30	10	0	0	0	0	2059.62	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Cornus_sericea	1.75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	0.9	0	1	0	0	1	0.5	0	NA	NA	NA	50	9	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Coronilla_vaginalis	0.28	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0.88	0	451.75	17.62	166.9	4	0	0.75	1	1	0	0	0	0.25	0	0.1	254.93	0	13.33	3.5	0	0	0	1	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Corrigiola_litoralis	0.13	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	NA	NA	NA	NA	NA	0	21.64	28.76	140.55	3	NA	0.25	NA	NA	NA	NA	0	NA	0	0.28	15.5	0	5	2.33	0	0	0	0	1136.22	42.22	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Cortusa_matthioli	0.23	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	0.75	NA	NA	NA	NA	0	NA	0	NA	NA	1	16.67	3.8	0	0	0	0	NA	NA	3	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Corydalis_cava	0.25	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0.5	0	5632.88	50.41	141.05	3	0	1	0	1	0	0	0	0	1	11.8	1527.42	0	5	7	0	0	0	0	1869.74	41.5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Corydalis_intermedia	0.15	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0.5	0	NA	NA	NA	2	0	0.88	1	1	0	0	0	0	1	NA	NA	0	5	5	0	0	0	0	1394.58	41.36	1	3.5	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Corydalis_pumila	0.13	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0.5	0	NA	NA	NA	2	0	0.88	0	1	0	0	0	0	1	NA	21.3	0	10	3	0	0	0	0	1173.12	40.9	1	6	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Corydalis_solida	0.18	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0.5	0	1675.86	43.34	150.07	2	0	1	0	1	0	0	0	0	1	1.74	1271.18	0	10	4.25	0	0	0	0	1190.58	40.33	1	4.75	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Corylus_avellana	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	3249.14	20.17	283.75	3	0	1	0	0	1	0	0	0.25	0	805.65	1250	NA	46.25	7.81	0	0	0	0	709.49	38.02	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Corynephorus_canescens	0.25	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	33.5	13.82	393.96	2	0	0.5	0	0	1	0	0	0	0	2.04	NA	1	17.5	3.86	0	0	0	0	2418.61	47.31	4	3.5	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Cota_austriaca	0.35	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	4	0.5	NA	0	1	0	0	0	0	1	NA	1000	0	5	1	0	0	0	0	7273.77	39.29	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cota_tinctoria	0.48	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.88	0	618.08	17.05	216.45	5	0.5	NA	0	1	0	0	0	0	1	0.38	7250	0	20	4	0	0	0	0	8456.85	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cotoneaster_integerrimus	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	391.41	12.85	378.04	3	0	0.5	1	1	0	0	1	0.5	0	76.05	250.95	NA	10	10	0	0	0	0	2185.34	39.87	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Cotoneaster_laxiflorus	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Crambe_maritima	0.55	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	34629.26	9.17	98.49	3	0	0.5	0	1	0	0	0	0	0	69.89	5794.43	1	37.5	8.47	0	0	0	0	2100.51	39.97	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Crambe_tataria	0.55	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	2092.97	40.51	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Crataegus_levigata	5.5	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	730	19.51	349.89	2	0	0.75	1	1	0	0	1	0	0	276	64	NA	10	10	0	0	0	0	1308.1	39.89	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Crataegus_lindmanii	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	1	0	0	0	0	0	0
Crataegus_monogyna	6	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	491.14	11.26	336.14	2	0	0.88	1	1	0	0	1	0	0	167.57	1.5	NA	10	10	0	0	0	0	1365.37	39.97	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Crataegus_rhipidophylla	5	0.25	0.75	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	0.75	1	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	0	0	0	2720.54	40.1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Crepis_biennis	0.75	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0.75	0	6087.5	31.23	132.5	5	0	NA	1	1	0	0	0	0	0	1.31	14053.79	1	15	3.67	0	0	0	0	15140.55	41.16	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_capillaris	0.43	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0.75	0	1585.67	28.07	125.67	4	0	1	1	1	0	0	0	0	0	0.22	4020	0	7.5	2.33	0	0	0	0	3628.99	40.14	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_conyzifolia	0.35	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	3	0	0.5	1	1	0	0	0	0.5	0	2.64	NA	1	17.5	4.43	0	0	0	0	9957.76	41.37	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_foetida	0.3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.75	0	NA	NA	NA	4	0	1	1	1	0	0	0	0	0	0.72	NA	0	5	1	0	0	0	0	3440.91	NA	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_mollis	0.6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	3	0	0.75	1	1	0	0	0	0	0	0.63	NA	1	20	4	0	0	0	0	4349.56	NA	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_paludosa	0.65	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.5	0	2260	37	140	3	0	0.75	1	1	0	0	0	0	0	0.65	493.29	0	20	4	0	0	0	0	7594.79	39.85	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_pannonica	0.55	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	11669.59	40.61	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0
Crepis_praemorsa	0.43	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	3	0	NA	1	1	0	0	0	0.5	0	0.09	NA	1	20	4	0	0	0	0	9667.45	41.71	4	1	0.01	3	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_setosa	0.33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.88	0	NA	NA	NA	4	0	NA	1	1	0	0	0	0	0	NA	NA	0	5	1	0	0	0	0	3071.13	41.08	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Crepis_sibirica	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	5888.15	28.74	NA	2	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	1	0	0	0	0	0
Crepis_tectorum	0.53	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0.75	0	NA	17.2	NA	5	0	0.5	1	1	0	0	0	0	0	NA	5929.38	0	5	1	0	0	0	0	5360.04	42	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Crocus_heuffelianus	0.15	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	1	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	0	10644	44.63	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Crocus_vernus	0.1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0.75	0	NA	NA	NA	2	0	0.5	1	1	0	0	0	0.5	1	NA	NA	0	5	5	0	0	0	0	4416.74	43.7	1.25	1	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Cruciata_laevipes	0.4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0.75	0	89.67	27.67	232.67	2	0.5	NA	1	1	0	0	0	0.5	0	4.46	2	0	16.25	3.15	0	0	0	0	572.55	39.03	3.5	2.25	0.11	4	0	0	1	1	0	0	0	0	0	0	0	0
Cruciata_pedemontana	0.25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	2	NA	0.6	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	576.89	39.64	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cruciata_verna	0.23	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	NA	1	1	0	0	0	0.5	0	1.43	243185.33	0	20	4	0	0	0	0	1191.4	39.37	4	1	0.13	4	0	0	1	1	0	0	0	0	0	0	0	0
Crypsis_aculeata	0.17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	0	15	1	0	0	0	0	1399.98	46.61	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Crypsis_alopecuroides	0.18	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Crypsis_schoenoides	0.17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	2660.68	46.83	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cryptogramma_crispa	0.23	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.75	0	NA	20.5	NA	2	1	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	15	1	0	0	0	0	19736.34	46.93	4	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Cuscuta_approximata	0.3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	1	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cuscuta_campestris	0.28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	3	0	0.6	1	1	0	0	0	0	0	NA	1997	0	0	0	1	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cuscuta_epithymum	0.33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	3	0	0.6	1	1	0	0	0	0	0	0.31	1252	0	0	0	1	0	0	0	1911.6	39.29	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cuscuta_europaea	0.9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	2	0	0.25	1	0	0	0	0	0	0	0.48	24197.22	0	0	0	1	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cuscuta_lupuliformis	1.75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	0.75	0	NA	NA	NA	4	0	0.25	1	0	0	0	0	0	0	5.3	191.2	0	0	0	1	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cyclamen_purpurascens	0.09	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0.88	0	NA	NA	NA	4	0	1	1	1	0	0	0	0	1	NA	NA	0	15	6	0	0	0	0	NA	NA	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cymbalaria_muralis	0.25	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0.63	0	875.5	24.87	85	5	0	0.5	0	1	0	0	0	0.5	0	0.12	19877.22	0	18.75	1	0	0	0	0	831.94	36.93	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Cymbalaria_pallida	0.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0	1	0	1	1	0	0	NA	NA	NA	NA	NA	0	NA	40.8	NA	4	NA	NA	NA	NA	NA	NA	0	NA	0	0.34	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Cynodon_dactylon	0.25	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.88	0	116.25	30.63	224.17	3	0	0.5	1	0	0	0	0	0.75	0	0.14	28525	1	25	3.4	0	0	0	0	1980.39	45.25	4	3	0.16	4	0	0	1	1	0	0	0	0	0	0	0	0
Cynoglossum_montanum	0.65	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	1	0	0	0	0	0	0	0
Cynoglossum_officinale	0.6	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0.88	0	3173.67	22.4	146.03	3	0	0.5	1	1	0	0	0	0	0	28.68	3475.27	1	10	3	0	0	0	0	1613.94	40.14	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Cynosurus_cristatus	0.4	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.75	0	347.33	23.92	247.16	2	0	1	1	0	1	0	0	0	0	0.55	48998.5	1	17.5	3.86	0	0	0	0	5257.44	45.64	4	2.25	0.01	3	0	0	1	1	0	0	0	0	0	0	0	0
Cyperus_flavescens	0.23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.5	0	141.5	34.21	146.43	4	0	0.75	0	0	1	0	0	0	1	0.16	216.23	0	5	1	0	0	0	0	712.38	36.57	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Cyperus_fuscus	0.23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0.25	0	171	41.61	131.46	6	0	0.5	1	0	0	0	0	0	1	0.06	708.86	0	5	1	0	0	0	0	489.89	37.67	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Cyperus_michelianus	0.15	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	NA	0	NA	NA	NA	4	0	0.5	0	0	1	0	0	0	0	0.02	NA	0	5	1	0	0	0	0	487.49	37.97	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Cypripedium_calceolus	0.33	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	0.9	0	1	0	0	0	0.75	0	NA	2530	0	17	4.53	0	0.5	0	0	71054.64	44.08	4	1	0.06	3	0	0	1	0	0	0	0	1	0	0	0	0
Cystopteris_dickieana	NA	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	0	0	1	0	1	0	0	0.5	0	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	0	0	NA	NA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Cystopteris_fragilis	0.17	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.5	0	1970	21.4	248	3	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	18.33	4.27	0	0	0	0	12791.26	44.57	4	0.5	0.01	2	0	0	1	0	0	0	0	1	0	0	0	0
Cystopteris_sudetica	0.15	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.5	0	NA	NA	NA	2	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0	15	5	0	0	0	0	16431.05	43.92	4	0.5	0.13	3	0	0	1	0	0	0	0	1	0	0	0	0
Cytisus_nigricans	1.15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	175.2	15.81	258.14	4	0	1	0	1	0	0	0	0	1	4.97	3770.33	NA	30	3	0	0	0	1	1755.99	37.56	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Cytisus_procumbens	0.45	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	NA	NA	NA	NA	NA	0	NA	NA	NA	4	NA	1	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	0	1	1	0	0	0	0	0	0	0	0
Cytisus_scoparius	1.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0.75	0	19.6	14.53	200	2	0	1	1	1	0	0	0	0	1	7.4	NA	NA	30	3	0	0	0	1	1787.13	38.55	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Dactylis_glomerata	1.15	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1449	24.37	262.5	3	0	0.88	1	0	1	0	0	0.25	0	0.91	69458.7	1	16.25	3.77	0	0	0	0	7637.28	45.43	3.6	6.13	0.04	4	0	0	1	1	0	0	0	0	0	0	0	0
Dactylis_polygama	0.85	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0.63	0	NA	NA	NA	3	0	1	1	0	1	0	0	0	0	NA	NA	1	10	3	0	0	0	0	3948.69	45.55	4	6	0.01	4	0	0	1	1	0	0	0	0	0	0	0	0
Dactylorhiza_bohemica	0.33	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	NA	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0.5	0	0	13083.39	46.29	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_carpatica	0.4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	NA	NA	NA	NA	NA	0	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	0	0.5	0	0	NA	NA	NA	NA	NA	NA	NA	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_curvifolia	0.3	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	NA	NA	NA	2	0	0.75	0	1	0	0	0	0	0	NA	NA	NA	NA	NA	0	0.5	0	0	NA	NA	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_fuchsii	0.58	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	3188.5	23.2	127.5	4	0	0.75	0	1	0	0	0	0	0	NA	4074562.5	0	10	3	0	0.5	0	0	10595.65	44.86	1	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
Dactylorhiza_incarnata	0.58	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0.75	0	1595.25	21.52	143.47	3	0	0.75	0	1	0	0	0	0	0	NA	NA	0	7.5	3.67	0	0.5	0	0	NA	NA	1	1	0.01	3	0	0	1	0	0	0	0	1	0	0	0	0
